Vector,Label
"['kirk', 'kompetans', 'rendal', 'god']",0
"['stimuler', 'etablering', 'selvdrevn', 'grupp', 'innenfor', 'ulik', 'kulturuttrykk']",1
"['tilsetting', 'kulturskol', 'ungdomsklubb', 'må', 'politiattest', 'fremlegg']",3
"['skiftarbeid', 'må', 'påregn', 'stilling', 'krev', 'god', 'fysisk', 'hels']",3
"['bodø', 'kommun', 'led', 'fast', 'stilling', 'utviklingsdirektør', 'kommunaldirektør', 'næring']",1
"['god', 'samarbeidsevn', 'relasjonskompetans', 'arbeid', 'elev', 'foresatt', 'kollega']",2
"['lang', 'relevant', 'erfaring', 'oppvei', 'krav', 'formell', 'utdanning']",3
"['this', 'is', 'a', 'project', 'based', 'environment', 'and', 'ther', 'are', 'real', 'opportuniti', 'to', 'develop', 'within', 'the', 'rol', 'and', 'also', 'within', 'the', 'company', 'itself']",0
"['god', 'samarbeidsevn', 'evn', 'jobb', 'selvstend']",2
"['norsk', 'kirk']",0
"['arbeidssted', 'vær', 'matfiskanlegg', 'lopp', 'alt', 'hammerfest', 'nordkapp']",0
"['hjelp', 'enkeltmennesk', 'bedr', 'liv', 'realiser', 'mål', 'ell', 'kanskj', 'gjennomfør', 'drøm']",1
"['god', 'klasseleder']",2
"['ønsk', 'god', 'tydeliggjør', 'mål', 'følg', 'resultat', 'gjennomfør', 'endring']",2
"['elkjøp', 'søk', 'legg', 'stor', 'vekt', 'ansv', 'utadvend', 'selg', 'ordenssan']",2
"['gyld', 'politiattest', 'må', 'fremlegg', 'tiltred']",3
"['triv', 'utfordring', 'krev', 'oppgav']",2
"['følg', 'videreutvikl', 'forbedr', 'selskap', 'strategi', 'mål']",1
"['mer', 'informasjon', 'elektronisk', 'søknadsskjem']",0
"['søk', 'stilling', 'klikk', 'knapp', 'høgr']",0
"['elektronisk', 'søknadsskjem']",0
['velkomm'],0
"['verifikasjon', 'lci', 'leverans', 'leverandør', 'kontraktør']",1
"['lønn', 'avtal']",0
"['viktigst', 'oppgav', 'nestkommander', 'skap', 'god', 'handleopplev', 'kund', 'vær', 'kjøpmann', 'nærmest', 'medarbeid']",1
"['lik', 'arbeid', 'overordn', 'se', 'stor', 'linj', 'samtid', 'evn', 'veil', 'små', 'detalj']",2
"['treng', 'flink', 'folk', 'søk']",0
"['barnehagesamarbeid', 'plan', 'kirk']",0
"['lønn', 'avtal']",0
"['godt', 'humør', 'stå']",2
"['com', 'karrier', 'ell']",0
"['salary', 'according', 'to', 'agreement']",0
"['ansv', 'stenging', 'butikk']",1
"['god', 'fag', 'kvalifikasjon']",3
"['mul', 'arbeid', 'verd', 'mest', 'modern', 'lakseslakteri']",0
"['krav', 'kvalifikasjon', 'relevant', 'fagbrev', 'ell', 'tilsvar', 'kjemi', 'prosess', 'fagskol', 'kjemi', 'prosess']",3
"['experienc', 'as', 'a', 'coordinator', 'in', 'an', 'eu', 'project']",3
"['led', 'treningskj', 'innenfor', 'pt', 'spesielt', 'legg', 'stor', 'vekt', 'fag', 'oppdatering', 'videreutvikling', 'trener']",0
"['relevant', 'erfaring', 'resepsjon', 'booking']",3
"['nav', 'dramm', 'land', 'størst', 'nav']",0
"['samarbeidsevn', 'flink', 'opn', 'dør', 'oppnå', 'kontakt', 'kund']",2
"['evn', 'se', 'hel', 'samhandl', 'tver', 'gi', 'bidrag', 'utvikling', 'båd', 'hos', 'medarbeider', 'innenfor', 'resultatområd']",2
"['god', 'formidl', 'kommuniser', 'godt', 'all', 'nivå', 'organisasjon']",2
"['saksbehandling', 'vedtaksfatting', 'henhold', 'forvaltning', 'arbeid']",1
"['utstrakt', 'samarbeid', 'øvr', 'distriktssjef']",1
"['ser', 'verdi', 'jobb', 'systematisk', 'målrett', 'skolefag', 'utvikling', 'administrativ', 'drift', 'personalforvaltning']",2
"['sats', 'utstrakt', 'bruk', 'dat', 'opplæring', 'pc', 'tett', 'høy', 'klasseromm', 'smartboard', 'nye', 'språklaboratori', 'står', 'disposisjon']",0
"['stilling', 'likevel', 'fortsatt', 'vær', 'kommunalsjefnivå']",1
"['vitnemål', 'attest', 'tas', 'eventuelt', 'intervju']",0
"['natur', 'berekraft']",0
"['erfaring', 'fagkunnskap', 'utvikling', 'sanntidssystem']",3
"['skap', 'god', 'danningsprosess', 'barn']",1
"['kunnskap', 'smartplant']",0
"['stormarked', 'gjern', 'ann', 'faghandel']",0
['epost'],0
"['furth', 'information', 'pleas', 'contact']",0
"['rett', 'skad', 'karosseri']",1
"['ønsk', 'benytt', 'elektronisk', 'søknad', 'hjemmesid', 'www']",0
['lov'],0
"['narves', 'får', 'ikk', 'bar', 'kol', 'får', 'venn']",0
"['gjeld', 'lov', 'regl']",0
"['tilbyr', 'stilling', 'utfordr', 'arbeidsoppgav', 'kunnskapsrik', 'organisasjon', 'hygg', 'uformelt', 'arbeidsmiljø']",0
"['kompetans', 'psykisk', 'hels', 'rusfag', 'foretrekk']",3
"['søk', 'person']",0
"['direktør', 'fakult', 'teknologi', 'kunst', 'design', 'samm', 'ledergrupp', 'kompetent', 'medarbeider', 'få', 'ansv', 'utvikl', 'bredt', 'spenn', 'fakult']",1
"['stilling', 'tilby', 'aktiv', 'spenn', 'arbeidsmiljø']",0
"['and', 'english', 'skill']",3
"['jobb', 'hos', 'arbeidsgiv', 'karrieremu', 'bar', 'drømm']",0
"['behersk', 'bruk', 'ikt', 'verktøy']",3
"['as', 'koa', 'as']",0
"['positiv', 'initiativrik']",2
"['forutsetning', 'god', 'kommunikasjon']",2
"['høyt', 'fag', 'fokus']",0
"['verdiplatform', 'all', 'ansatt', 'kommun', 'yte', 'stad', 'bedr', 'tjenest', 'byen', 'befolkning', 'åpen', 'respekt', 'engasjement', 'ansvar', 'læring', 'utvikling']",0
"['lærerutdanning', 'utdanning', 'pedagogikk']",3
"['evn', 'jobb', 'strategisk', 'vel', 'operativ', 'oppgav', 'hverdag']",2
"['arbeid', 'strukturer', 'målrett', 'opptatt', 'skap', 'fell', 'resultat']",2
"['cv', 'brukt', 'utvid', 'søkerlist']",0
"['bidr', 'vekst', 'frukt', 'grønt']",1
['kr'],0
"['wcmain', 'cvjobrespond']",0
"['god', 'sykepleiedekning']",0
"['lykk', 'stilling', 'tror', 'må', 'vær', 'utadvend', 'inspirer', 'saml', 'person', 'utpreg', 'samarbeid']",2
"['kjør', 'faktisk', 'rund', 'størst', 'logo']",0
"['opplysning', 'søkj', 'offentleggjort', 'sjølv', 'søkj', 'oppmod', 'motsett']",0
"['skap', 'engasjement', 'god', 'kunstnerisk', 'solid', 'arrangement', 'avheng']",1
"['samt', 'bistå', 'konferasn', 'avdeling']",0
"['arbeidstaker', 'tilsett', 'harstad', 'kommun', 'gjeld', 'lov', 'reglement', 'tariffavtal']",0
"['trinn', 'kvalifikasjon', 'jakt', 'skoleassist']",1
"['følg', 'inntektsbring', 'tiltak', 'kampanj', 'aksjon']",1
"['hold', 'modern', 'lokal', 'oppdater', 'ny', 'teknologi']",0
"['syr', 'god', 'del']",1
"['kultur', 'ungdomsarbeid', 'hold', 'orienter', 'aktiv', 'søk', 'informasjon', 'team', 'drift']",1
"['belønningsmidl', 'publisering', 'forskning']",0
"['målrett', 'systematisk', 'nøyakt']",2
"['pålit', 'hold', 'lov', 'internt', 'eksternt']",2
"['kvalifiser', 'søker', 'innvandringsbakgrunn', 'oppfordr', 'søk']",0
"['eigedomsregist', 'adressering']",1
"['søknadsfrsit', 'janu']",0
"['god', 'egenskap', 'fremm', 'god', 'kommunikasjon', 'god', 'relasjon']",2
"['overordn', 'ansv', 'continental', 'markedsføringsstrategi']",1
"['dersom', 'spørsmål', 'ta', 'kontakt']",0
"['tillegg', 'vert', 'utbetalt', 'ei', 'ekstr', 'godtgjersl', 'kr']",0
"['ability', 'to', 'work', 'well', 'in', 'a', 'team', 'as', 'well', 'as', 'independently']",2
"['rett', 'verdi', 'ambisjon', 'lykk', 'salg', 'dett', 'vær', 'rett', 'jobb']",0
"['ønsk', 'kvalifikasjon', 'fagbrev', 'mekanisk', 'fag', 'erfaring', 'lign', 'arbeidsoppgav', 'erfaring', 'kunnskap', 'roter', 'maskineri', 'trucksertifikat', 'fordel', 'god', 'samarbeidsevn', 'høyt', 'fokus', 'hms']",3
"['koordiner', 'samhandling', 'involver', 'aktør']",1
"['lær', 'mer', 'smia', 'gjennom', 'ã', 'rsplan']",0
"['lik', 'rent', 'rydd', 'rund']",1
"['of', 'pc', 'hardwar', 'softwar', 'intern']",0
"['festivalsjef', 'dag', 'led']",0
"['søknad', 'cv', 'send']",0
"['kristiansand', 's', 'avdelingsled']",0
"['arbeid', 'fysisk', 'tungt', 'stort', 'tempo', 'hygg', 'miljø']",0
"['funger', 'team', 'klar', 'krav', 'kund', 'produksjon']",0
"['søk', 'stilling', 'send', 'cv', 'kortfatt', 'søknad']",0
"['led', 'medarbeider', 'ta', 'beslutning', 'kjøpmann', 'fravær']",1
"['ærl', 'tillit', 'respekt', 'skaperevn', 'verdi', 'gjennomsyr', 'arbeid', 'medarbeider']",2
"['butikksjef', 'ansvarsområd', 'bl']",0
"['teat', 'musikk', 'dan']",0
"['samm', 'lærer', 'utarbeid', 'god', 'språkanalys', 'fagområd', 'bransj', 'språkpraksisplass']",1
"['regelmess', 'møt', 'fellesråd', 'menighetsråd']",1
"['all', 'stab', 'stor', 'fokus', 'servic', 'innenfor', 'restaurant', 'symr', 'lobbyb', 'rom', 'konferans']",0
"['behov', 'fler', 'opplysning', 'fås', 'diss', 'henvend']",0
"['godt', 'arbeidsmiljø']",0
"['plac', 'of', 'work', 'ath', 'greec']",0
"['ser', 'sterk', 'økning', 'ordreverdi', 'rekk', 'stor', 'interessant', 'prosjekt', 'gang', 'mjøstårn', 'utbygging', 'e', 'arnkvern']",0
"['experienc', 'from', 'participation', 'in', 'scientific', 'network', 'such', 'as', 'eer', 'iea', 'or', 'simil']",3
"['inngå', 'helhet', 'opplegg', 'enkeltelev', 'grupp', 'særskilt', 'behov']",1
"['antall', 'begrav', 'fellesrådsområd']",0
"['tjenest', 'vektlegg', 'god', 'etisk', 'praksis', 'båd', 'arbeid', 'bruker', 'samarbeid', 'kollega']",0
"['tiltred', 'avtal']",0
"['bodø', 'ønsk', 'vær', 'smart', 'varm', 'by', 'kommun', 'vektlegg', 'digitalisering', 'offent', 'tjenest', 'utvikling', 'rekk', 'smart', 'løsning']",1
"['god', 'kjennskap', 'kjed']",0
"['byråd', 'satsing', 'økt', 'lærertett']",0
"['søknad', 'send', 'per', 'post', 'må', 'merk', 'faø']",0
"['koordiner', 'utvikl', 'markedsarbeid', 'nav', 'dramm']",1
"['engasjer', 'lagspill', 'godt', 'humør', 'krev', 'situasjon']",2
"['erfaring', 'sivil', 'rettsplei']",3
"['god', 'samarbeidsevn', 'fleksibl', 'lærevil']",2
"['rådgi', 'restrukturering', 'endringsarbeid', 'ann', 'kapasitetsplanlegging']",1
"['utfordr', 'spenn', 'arbeidsplass', 'vær', 'form', 'fremtid', 'politi']",0
"['god', 'systemkompetans', 'gjern', 'bruk', 'kpi', 'målemetodikk']",3
"['derfor', 'se', 'fram', 'båd', 'læringsrik', 'innovativ', 'kur', 'ws', 'tilegn', 'kunnskap', 'resulter', 'end', 'bedr', 'pt']",0
"['satt', 'midlertid', 'butikkarbeid', 'forefall']",1
"['sørg', 'ivaretak', 'ovennevnt', 'ansvarsområd', 'skjer', 'samsv', 'politidistrikt', 'øvr', 'mål', 'prioritering']",1
"['we', 'are', 'also', 'looking', 'a', 'candidat', 'who', 'can', 'be', 'instrumental', 'in', 'developing', 'and', 'conducting', 'the', 'leadership', 'program', 'in', 'the', 'company']",1
"['vurder', 'behov', 'følg', 'arbeidssøker', 'und', 'gjennomføring', 'arbeidsrett', 'tiltak']",1
"['person', 'profil', 'egenskap']",0
"['experienc', 'from', 'lobbying', 'activiti', 'related', 'to', 'scienc', 'within', 'the', 'eu', 'system']",3
"['søknad', 'send', 'via', 'hjemmesid']",0
"['mål', 'synliggjør', 'oppmuntr', 'innsats']",0
"['elektronisk', 'søknadsskjem']",0
"['utdanningsprogramm', 'studiespesialisering', 'musikk', 'dan', 'dram', 'idrett']",0
"['antall', 'stilling']",0
"['tillegg', 'solid', 'fag', 'kompetans', 'fremstår', 'profesjonell', 'selvsikk', 'ydmyk', 'tren']",2
"['verifiser', 'følg', 'leverandør', 'lever', 'iht']",1
"['dett', 'inkluder', 'budsjett']",1
"['seksjon', 'opplæring', 'kur', 'konferans']",0
"['person', 'hvert', 'sokn']",0
"['stilling', 'søk', 'søker', 'følg', 'kvalifikasjon']",0
['anleggsgartnerfag'],0
"['enhv', 'tid', 'driv', 'optimalt']",1
"['ell', 'avtal']",0
['uke'],0
"['registrering', 'klikk']",0
"['ber', 'nytt']",0
"['gjern', 'jobb', 'selg']",3
"['attest', 'vitnemål', 'må', 'derfor', 'medbring', 'intervju']",3
"['god', 'ferd', 'bruk', 'ikt']",2
"['ell', 'ta', 'kontakt']",0
"['kommunikasjonsevn', 'samt', 'evn', 'bygg', 'tillit', 'god', 'relasjon']",2
"['person', 'egnet', 'vektlegg']",0
"['ungdom', 'gjør', 'arrangørsid']",0
"['tett', 'oppfølging', 'butikk', 'vikt', 'derfor', 'må', 'reising', 'påregn']",0
"['gang', 'utlysing']",0
"['personal', 'består', 'båd', 'ung', 'erfarn', 'lærer']",0
"['kompetansebevis', 'håndtering', 'masseforflytningsmaskin']",3
"['søk', 'stilling']",0
"['arbeid', 'stall', 'inkluder', 'ansv', 'alt', 'nødvend', 'utstyr']",1
"['delt', 'utvikling', 'sosial', 'miljø', 'læringsmiljø', 'barnegrupp']",1
"['ell', 'avd']",0
"['ncc', 'opptatt', 'ta', 'behold', 'medarbeider', 'utviklingsmu', 'derfor', 'stor']",0
"['teknisk', 'kompetans', 'teknisk', 'interess', 'fordel']",3
"['to', 'perform', 'dat', 'entry', 'and', 'use', 'softwar', 'program']",1
"['ncc', 'kontinuer', 'behov', 'nye', 'lærling']",0
"['kår', 'norg', 'mest', 'attraktiv', 'by', 'høst', 'anerkjenn', 'vårt', 'strategisk', 'planarbeid', 'boligsosial', 'arbeid', 'velferdsteknologi', 'byutvikling']",0
"['ukm', 'ung', 'kultur', 'møt']",0
['tilby'],0
"['avdelingsled', 'nav', 'famili']",1
"['søk', 'engasjer', 'fag', 'dykt', 'led', 'vårt', 'kjøkk', 'bakeri']",1
"['søk', 'positiv', 'engasjer', 'medarbeid']",2
"['klass', 'b', 'sertifikat']",3
"['ønsk', 'vær', 'ute', 'god', 'tid']",0
"['led', 'fast', 'stilling', 'styr', 'pedagogisk', 'leiar', 'holmedal', 'barnehag']",1
"['hjelp', 'ivaret', 'ungdomm', 'sær', 'atferdsuttrykk', 'vansk', 'ansatt', 'fokus', 'traumebevisst', 'omsorg', 'forståelsesramm', 'møt', 'ungdomm']",0
"['utviklingsmu', 'mest', 'ekspansiv', 'selskap', 'vårt', 'marked']",0
"['butikkdrift', 'kampanjedrev', 'butikksalg', 'god', 'produktkunnskap', 'engasjement', 'aktuell', 'avdelingsområd', 'søk', 'klar', 'fordel']",3
"['rett', 'person', 'egenskap', 'vær', 'forbedr', 'vårt', 'konsept', 'utvikl', 'gjennom', 'år', 'langt', 'hos']",0
"['vær', 'løsningsorienter', 'forstå', 'verdikjed', 'rogn', 'mat']",2
"['postmottak', 'bidrag']",0
"['utvalgt', 'arbeidsoppgav']",0
"['søknadmed', 'cv', 'send', 'snarest', 'senest', 'febru', 'via']",0
"['bunadstilvirking', 'kjol', 'drakt', 'skredd', 'ell', 'likn']",1
"['politiattest', 'uttømm', 'utvid', 'innhent']",3
"['forutsett', 'solid', 'ledererfaring', 'størr', 'kunnskapsbaser', 'virksom', 'gjern']",2
"['askvoll', 'kommun', 'legg', 'sær', 'vekt', 'styr', 'ansv', 'pedagogisk', 'leiing', 'barnehag']",0
"['tid', 'gansk', 'stort', 'behov', 'ekstr', 'bemanning', 'sær', 'skadesanerer']",0
"['medarbeidern', 'arbeidsmiljøtjenest', 'amt', 'rådgiv', 'veiled', 'roll', 'arbeidsmiljø']",0
"['skogsterreng', 'lang', 'elv', 'sjø']",0
"['lojal', 'skap', 'tillit', 'utadvend', 'representant', 'arbeidsgiv']",2
"['tilrettelegg', 'bidr', 'aktiv', 'ulik', 'fagnettverk']",1
"['gjennomfør', 'sal', 'bygg', 'relasjon', 'kund']",1
"['uker', 'fordelt', 'hel', 'året']",0
"['dersom', 'spørsmål', 'vedr']",0
"['ansv', 'rekruttering', 'nye', 'medarbeider']",1
"['regionsjef', 'ser', 'utadvend', 'glad', 'strukturer', 'god', 'deleger', 'motiver', 'dokumenter', 'god', 'lederegenskap', 'erfaring', 'budsjettering', 'god', 'tallforstå', 'ansvarsfull', 'ambisiøs', 'god', 'butikkdrift', 'erfaring']",2
"['god', 'pensjon']",0
"['aktivitet', 'foret', 'elementbestilling', 'led', 'motiver', 'kollega', 'innsat', 'samt', 'kvalitetssikr', 'dokumenter', 'utført', 'arbeid']",1
"['all', 'henvend', 'behandl', 'konfidensielt']",0
"['dagtid', 'stiling']",0
"['vei', 'oslo']",0
"['fell', 'all', 'stilling', 'søk', 'dykt', 'person', 'interess', 'mat', 'mennesk']",0
"['søk', 'ønsk', 'reserver', 'offent', 'søkerlist', 'må', 'dett', 'begrunn']",0
"['søk', 'må', 'behersk', 'norsk', 'båd', 'skrift', 'munt']",3
"['god', 'kjennskap', 'ia']",3
"['integrit', 'troverd', 'god', 'samarbeid']",2
"['person', 'egnet', 'vektlagt']",0
"['lik', 'jobb', 'mennesk', 'positiv', 'oppsøk', 'relasjonsskap']",2
"['godkjent', 'fag', 'pedagogisk', 'kompetans']",3
"['bedriftshelsetjenest', 'god', 'pensjon']",0
"['må', 'kunn', 'kommuniser', 'godt', 'barn', 'voksn']",2
"['dett', 'unik', 'mul', 'ønsk', 'kjøkkenfag', 'spenn', 'hverdag', 'kombinasjon', 'oppfølging', 'opplæring', 'person', 'arbeidsrett', 'tiltak']",1
"['god', 'kommunikasjonsevn', 'munt', 'skrift']",2
"['utdanning', 'ell', 'erfaring', 'jobb', 'mat']",3
"['legg', 'rett', 'kunnskapsbaser', 'erfaringslæring', 'sørg', 'systematisk', 'forbedring', 'innenfor', 'fagområd']",1
"['lønnsplassering', 'kvalifikasjon']",0
"['sagt', 'sett', 'humor', 'høyt', 'hos']",2
"['søker', 'bør', 'erfaring', 'jobb', 'barn']",3
['tilby'],0
"['må', 'god', 'norsk', 'skrift', 'munt', 'kommunikasjonsevn']",3
"['søknadsfrist', 'mai']",0
"['behovsvurdering', 'arbeidsevnevurdering']",1
"['henhold', 'offentleg', 'ledd', 'søkerlist', 'offentliggjør']",0
"['hjelpeplei', 'lyst', 'nye', 'fag', 'utfordring', 'treng', 'enh']",1
['tilbyr'],0
"['kunn', 'jobb', 'nøyakt', 'strukturer', 'målrett']",2
"['skol', 'ca', 'elev', 'ca', 'ansatt', 'inkluder', 'aktivitetsskol']",0
['kr'],0
['spørsmål'],0
"['lønn', 'fagarbeid', 'krev', 'fagbrev', 'barn']",0
"['spørsmål', 'kring', 'stilling', 'ta', 'kontakt']",0
"['sertifikat', 'kl', 'b', 'god', 'norsk', 'skrift', 'munn', 'framstillingsevn']",2
"['vær', 'utvikl', 'godt', 'foreldresamarbeid']",1
"['fullstend', 'utlysningstekst', 'elektronisk', 'søknadsskjem']",0
"['erfaring', 'serviceyrk', 'salg', 'opplæring', 'ell', 'organisajonsarbeid']",2
"['fakt', 'stilling']",0
"['arbeid', 'ell', 'kur', 'relater', 'båt']",3
"['nynorsk', 'administrasjonsmål', 'kommun']",0
"['fylkeskommunal', 'tilsettingsvilkår']",0
"['stor', 'påvirkningsmu', 'utvikling', 'organisasjon']",0
"['ser', 'sett', 'retning', 'skap', 'oppslutning', 'mål', 'gjennomfør', 'nødvend', 'endring']",1
"['stilling', 'rapporter', 'fogb', 'manag', 'del', 'hotell', 'ledergrupp']",0
"['løsningsorienter', 'evn', 'tenk', 'helhet']",2
"['kunstgressb', 'ballbing', 'stor', 'uteareal', 'aktivit', 'somm', 'vint']",0
"['sokn', 'egen', 'gravplass']",0
"['oppfordr', 'all', 'kvalifiser', 'kandidat', 'søk', 'stilling']",0
"['kontaktperson', 'stilling', 'produksjonssjef']",0
"['søknadsfrist', 'april']",0
"['offent', 'godkjent', 'hjelpeplei', 'helsefagarbeid']",3
"['tilsatt', 'må', 'vær', 'forbered', 'arbeidsoppgav', 'ansv', 'endr', 'forbind', 'oppbygging', 'hustadvik', 'kommun']",0
"['excellent', 'opportuniti']",0
"['god', 'samarbeidsevn', 'evn', 'bygg', 'nettverk', 'mang', 'forskjel']",2
"['tillegg', 'e', 'arnkvern']",0
"['effektiv', 'strukturer']",2
"['påkrevd', 'førerkort', 'kl', 'b', 'sist', 'period', 'læretid', 'helsefagarbeid', 'foregår', 'hjemmetjenest']",3
"['sommerferi', 'strekk', 'uke']",0
['www'],0
"['ligg', 'blant', 'ann', 'bull']",0
"['viktigst', 'oppgav', 'butikkmedarbeider', 'skap', 'god', 'handleopplev', 'kund']",1
"['viktigst', 'oppgav', 'frukt', 'grønt']",1
"['kjennskap', 'støttefunksjon', 'arbeidsliv']",3
"['alltid', 'opptatt', 'bygg', 'venn', 'kultur']",0
"['fleksibl', 'løsning', 'servic', 'står', 'fokus']",0
"['vitnemål', 'attest', 'tas', 'eventuelt', 'intervju']",3
"['søknad', 'send']",0
"['l', 'lang', 'erfaring']",0
"['veld', 'lyst', 'snakk']",0
"['jobb', 'bedrift', 'god', 'utviklingsmu', 'båd', 'fag', 'person', 'spenn', 'næring']",0
"['må', 'kunn', 'les', 'forstå', 'tegning', 'diagram', 'kund', 'ønsk']",2
"['modern', 'ikt', 'utstyr']",0
"['erfaring', 'oppsøk', 'salg', 'oppbygging', 'kunderelasjon', 'bb', 'marked']",3
"['ansv', 'journalføring', 'rapportskriving', 'praktisk', 'oppgav', 'avdeling']",1
"['nordisk', 'marked']",0
"['kontakt', 'samarbeidspartner', 'ppt', 'famili', 'hus', 'bup', 'politi']",1
"['personalarbeid', 'vikararbeid', 'timeplan', 'bidr', 'drift', 'skol', 'ikt']",1
"['må', 'hjelp', 'person', 'hygi', 'kommunikasjon', 'spising', 'vær', 'fysisk', 'aktiv']",1
"['spenn', 'arbeidsplass', 'sterk', 'vekst']",0
"['senter', 'lokaliser', 'norheimsund', 'omkring', 'medarbeidar']",0
"['modellering', 'smart', 'løsning']",0
"['ønsk', 'søker', 'operatør', 'ell', 'kjelepassersertifikat', 'kranførerbevis', 'g']",3
"['mul', 'bidr', 'utvikling', 'tjenest']",0
"['mye', 'frisk', 'luft']",0
"['opplæring', 'produksjon', 'bergensbunad', 'gitt']",0
"['brenn', 'engasjement', 'hr']",2
"['mott', 'oppdatering', 'prosess', 'senest', 'tre', 'arbeidsdag', 'la', 'søknad']",0
"['medisinkompetans', 'ønsk']",3
"['kunnskap', 'sivil', 'rettsplei']",3
"['lønn', 'tilsettingsvilkår', 'samsv', 'lov', 'forskrift', 'regulativ']",0
"['arbeid', 'utfør', 'tråd', 'samfunnsutvikling', 'bruk', 'modern', 'verktøy', 'arbeidsmetod']",0
"['elkjøp', 'betyr', 'oft', 'mer', 'hvilk', 'skol', 'gått']",0
"['arbeidstaker', 'tilsett', 'skoleverk', 'ski', 'kommun', 'prøvetid', 'mndr']",0
"['uio', 'has', 'an', 'agreement', 'all', 'employe', 'aiming', 'to', 'secur', 'right', 'to', 'research', 'result', 'a', 'o']",0
"['støtt', 'ordremottak']",1
"['ønsk', 'erfaring', 'geric']",3
"['inkluder', 'ikk', 'diskriminer', 'personalpolitikk']",0
"['erfaring', 'utadrett', 'salg', 'næringsliv']",3
"['søk', 'profesjonell', 'selvstend', 'utadvent', 'person', 'god', 'kunnskap', 'organisasjonsarbeid', 'styrk', 'utdanningsforbund', 'kursarrangør', 'innenfor', 'sentral', 'kursvirksom', 'tillitsvalgtopplæring']",2
"['wcmain', 'advertviewpublic']",0
"['økonomisk', 'san', 'erfaring', 'søknad', 'tilskudd']",2
"['samarbeid', 'menighetsråd', 'konfirmantarbeid']",1
"['særskilt', 'engasjement', 'barn', 'emosjonell', 'fag', 'ell', 'sosial', 'utfordring']",2
"['sommerjobb', 'sesongarbeid', 'teknisk', 'sektor']",0
"['sted', 'trosterud', 'sent', 'tvetenvei', 'oslo']",0
"['søk', 'stilling', 'elektronisk', 'bt']",0
"['as', 'is', 'a', 'subsidiary', 'company', 'entirely', 'owned', 'by']",
"['god', 'kompetans', 'digitalverktøy', 'ikt']",3
"['personalansv', 'avdeling', 'herund']",1
"['søk', 'sykepleier', 'ferievikar']",1
"['mul', 'trening', 'arbeidstid']",0
"['dramm', 'livskraft', 'næringsliv']",0
"['seks', 'måned', 'prøvetid', 'stilling']",0
"['hold', 'stor', 'del', 'norg', 'reisevirksom', 'del', 'roll']",0
"['planmess', 'strukturer', 'god', 'gjennomføringsevn']",2
"['ncc', 'virksomm', 'hel', 'verdikjed', 'skap', 'miljø', 'arbeid', 'bol', 'kommunikasjon']",0
"['sekretærstilling', 'hovedsak', 'tillagt', 'betjening', 'resepsjon', 'telefonhenvend', 'oppgav', 'pasientadministrativ', 'arbeid', 'personaladministrativ', 'arbeid', 'forefall', 'oppgav', 'merkantil', 'tjenest']",1
"['norg', 'råest', 'sportskj', 'g', 'max', 'søk', 'selg']",1
"['organiser', 'und', 'bestillerkontor']",0
"['ro', 'overblikk', 'stress', 'situasjon']",2
"['kundesupport', 'pr', 'telefon', 'mail']",1
"['skol', 'ligg', 'vakker', 'flott', 'uteområd']",0
"['kommunalsjef', 'helhet', 'lederansv', 'underlagt', 'tjenesteområd']",1
"['miljøterapeut', 'blant', 'ann', 'ansv', 'planlagt', 'omsorg']",1
"['an', 'environment', 'wher', 'you', 'are', 'encouraged', 'to', 'develop', 'your', 'skill', 'and', 'shar', 'your', 'knowledg', 'with', 'your', 'colleagu']",0
"['leier', 'arbeidskraft', 'rekrutter', 'fast', 'stilling']",0
"['und', 'intervju', 'viss', 'grad', 'tilpass', 'behov']",0
"['eventuell', 'spørsmål', 'ta', 'kontakt', 'styreled']",0
"['erfaring', 'dagligvar', 'handel', 'fordel']",3
"['e', 'læringskur', 'småbarnspedagogikk', 'hms']",0
"['gjern', 'fagbrev']",3
"['ønsk', 'startdato', 'sluttdato']",0
"['stilling', 'e']",0
['dramm'],0
['send'],0
"['kvalifikasjon', 'samm']",0
"['erfarn', 'god', 'leder']",0
"['tak', 'part', 'in', 'coordination', 'of', 'network', 'activiti', 'toward', 'iea', 'eer', 'fch', 'ju', 'emiri', 'among', 'oth']",1
"['ell', 'e', 'post']",0
"['utstrakt', 'dialog', 'ulik', 'avdeling', 'mediehus', 'løp', 'dialog', 'vårt', 'tjenestesent', 'regnskap']",1
"['stilling', 'ønsk', 'allsid', 'sekretær', 'god', 'allmenn', 'utdanning', 'kompetans', 'kontorarbeid', 'databaser', 'verktøy']",3
"['profesjonell', 'undervisningspraksis', 'beskrev', 'skol', 'kvalitetssystem']",0
"['lyst', 'utvikl', 'vider', 'innenfor', 'interessefelt', 'denn', 'stilling', 'fagområd']",2
"['delt', 'dag', 'arbeid', 'kjøkken', 'bakeri']",1
"['god', 'ferd', 'norsk', 'skandinavisk']",3
"['pensjonsyt', 'oslo']",0
"['søker', 'dap', 'dak', 'erfaring', 'truckfør', 'bevis', 'foretrukk']",3
"['smaabyver', 'turistinformasjon']",0
"['tar', 'koninuer', 'opptak', 'ikk', 'vent', 'søk']",0
"['kvalifikasjon', 'vær', 'aktuell', 'stilling', 'må', 'bestått', 'eksam', 'politi', 'høg', 'skol', 'spaningskur', 'pst']",3
"['endring', 'kontoradress', 'må', 'påregn']",0
"['direkt', 'overbevis', 'kommunikasjon']",2
